hotel_id,city,hotel_name,price,review_score,hotel_url,description,latitude,longitude,distance_km
28,cairo,Square Hotel El-Tahrir View,330.0,10.0,https://www.booking.com/hotel/eg/tahrrrriir-vvv.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1639793005_434583103_2_1_0&highlighted_blocks=1639793005_434583103_2_1_0&matching_block_id=1639793005_434583103_2_1_0&sr_pri_blocks=1639793005_434583103_2_1_0__33000&from=searchresults,"Comfortable Accommodations: Square Hotel El-Tahrir View in Cairo offers 4-star comfort with air-conditioned rooms featuring private bathrooms, balconies, and city views. Each room includes a work desk, free WiFi, and modern amenities.

Dining and Leisure: Guests can enjoy a sun terrace, restaurant, and outdoor fireplace. The hotel provides free WiFi, a coffee shop, and an outdoor seating area. Additional facilities include a lounge, minimarket, and shared kitchen.

Prime Location: Located a 2-minute walk from Tahrir Square and 1969 feet from The Egyptian Museum, the hotel is also close to Cairo Tower (19-minute walk) and other attractions. Cairo International Airport is 11 mi away.",30.0443092,31.2366595,0.09
29,cairo,La Mira Pyramids View,112.0,9.6,https://www.booking.com/hotel/eg/la-mira-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1602127903_431159931_2_41_0&highlighted_blocks=1602127903_431159931_2_41_0&matching_block_id=1602127903_431159931_2_41_0&sr_pri_blocks=1602127903_431159931_2_41_0__11200&from=searchresults,"Comfortable Accommodations: La Mira Pyramids View in Cairo offers family rooms with air-conditioning, private bathrooms, and modern amenities. Each room includes a tea and coffee maker, mini-bar, and free WiFi.

Dining and Leisure: Guests can enjoy a sauna, restaurant, and bar. The family-friendly restaurant serves local cuisine with halal and kosher options. Additional facilities include a barbecue area and free on-site private parking.

Prime Location: Located 5 minutes from the Great Sphinx and 0.9 mi from the Giza Pyramids, the hotel is 19 mi from Sphinx International Airport. Nearby attractions include the Grand Egyptian Museum and Cairo Tower.",29.9759122767527,31.1410740646708,11.87
30,cairo,Lotus Hotel - Golden Square,364.0,10.0,https://www.booking.com/hotel/eg/loo-cairo.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1638733307_434592675_0_1_0&highlighted_blocks=1638733307_434592675_0_1_0&matching_block_id=1638733307_434592675_0_1_0&sr_pri_blocks=1638733307_434592675_0_1_0__36400&from=searchresults,"Elegant Accommodations: Lotus Hotel - Golden Square in Cairo offers a 5-star experience with spa facilities, a wellness center, fitness center, sun terrace, and a lush garden. Guests enjoy free WiFi, private check-in and check-out, and a 24-hour front desk.

Comfortable Amenities: Rooms feature air-conditioning, private bathrooms with walk-in showers, bathrobes, and free toiletries. Additional amenities include a coffee machine, work desk, and soundproofing. The hotel provides a lounge, outdoor fireplace, and electric vehicle charging station.

Dining Options: Breakfast options include continental, vegetarian, vegan, and halal, with local specialties and cheese. The hotel offers a coffee shop, outdoor seating area, and picnic spots.

Prime Location: Located 11 mi from Cairo International Airport, the hotel is near attractions such as City Stars (16 mi) and the Egyptian Museum (22 mi). Guests can enjoy activities like canoeing and cycling.",30.009756,31.5191579,27.61
31,cairo,Tahrir-View Hotel Cairo Downtown,330.0,10.0,https://www.booking.com/hotel/eg/gold-cairo-downtown-bdyn.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1627836801_433416429_2_1_0&highlighted_blocks=1627836801_433416429_2_1_0&matching_block_id=1627836801_433416429_2_1_0&sr_pri_blocks=1627836801_433416429_2_1_0__33000&from=searchresults,"Comfortable Accommodations: Tahrir-View Hotel Cairo Downtown in Cairo offers family rooms with air-conditioning, private bathrooms, and city views. Each room includes a mini-bar, TV, and free WiFi.

Relaxing Facilities: Guests can enjoy a spa and wellness center, sauna, hot tub, and terrace. Additional amenities include a restaurant, bar, and 24-hour front desk.

Prime Location: Located a 1-minute walk from Tahrir Square and 1969 feet from The Egyptian Museum, the hotel is also near Cairo Tower (18-minute walk) and other attractions. Cairo International Airport is 11 mi away.",30.0441888826734,31.2362992350997,0.06
32,cairo,OWest Pyramids View Hotel,90.0,9.0,https://www.booking.com/hotel/eg/owest-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1570011703_428090124_2_41_0&highlighted_blocks=1570011703_428090124_2_41_0&matching_block_id=1570011703_428090124_2_41_0&sr_pri_blocks=1570011703_428090124_2_41_0__9000&from=searchresults,"Elegant Accommodations: OWest Pyramids View Hotel in Cairo offers a 5-star experience with a terrace, restaurant, bar, and free WiFi. Family rooms and a 24-hour front desk ensure comfort and convenience.

Dining Options: Guests can enjoy a variety of breakfast options, including continental, American, buffet, and full English/Irish. The family-friendly restaurant serves European, barbecue grill, and pizza cuisines in traditional and modern settings.

Prime Location: Located 8 minutes from the Great Sphinx and 1.1 mi from the Giza Pyramids, the hotel is 19 mi from Sphinx International Airport. Nearby attractions include the Grand Egyptian Museum and Cairo Tower.",29.9765295886451,31.1435602782728,11.65
33,cairo,Grand Hotel Cairo Downtown,275.0,9.9,https://www.booking.com/hotel/eg/gar-cairo-downtown-abdeen1.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1627809201_434611088_2_1_0&highlighted_blocks=1627809201_434611088_2_1_0&matching_block_id=1627809201_434611088_2_1_0&sr_pri_blocks=1627809201_434611088_2_1_0__27500&from=searchresults,"Comfortable Accommodations: Grand Hotel Cairo Downtown in Cairo offers family rooms with air-conditioning, private bathrooms, and modern amenities. Each room includes a balcony or terrace, bathrobes, and free WiFi.

Dining and Leisure: The hotel features a spa and wellness center, terrace, restaurant, and bar. Guests can enjoy African cuisine at the family-friendly restaurant with traditional and modern ambiance. Breakfast options include continental, vegetarian, vegan, halal, and kosher.

Prime Location: Located less than 0.6 mi from Tahrir Square and a 13-minute walk to The Egyptian Museum, the hotel is 9.9 mi from Cairo International Airport. Nearby attractions include Al-Azhar Mosque and Cairo Tower.",30.0491894363378,31.2426033911045,0.85
34,cairo,Ramses Hilton Hotel & Casino,476.0,8.5,https://www.booking.com/hotel/eg/ramses-hilton.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=4786409_274559468_2_42_0&highlighted_blocks=4786409_274559468_2_42_0&matching_block_id=4786409_274559468_2_42_0&sr_pri_blocks=4786409_274559468_2_42_0__47600&from_sustainable_property_sr=1&from=searchresults,"Overlooking the Nile River and just a 5-minute walk from the Cairo Museum, the Ramses Hilton features an elevated pool terrace heated in the winter, an on-site casino and gym. Guest rooms feature balconies offering Nile or panoramic city views.

All air-conditioned rooms are spacious and feature warm decoration. They come furnished with sofa and chairs and a work desk. There is also satellite flat-screen TV, a safe box and an alarm clock. Some rooms also feature panoramic views of the Nile River.

An array of international cuisines along with evening entertainment are available for guests at Ramses Hilton to enjoy. Ranging from Mediterranean specialties to traditional English cuisine at the Sherlock Holmes Pub. Namaste Indian Restaurant offers a delicious authentic Indian cuisine. An oriental café, Garden Court operates daily with live evening entertainment. And OPIA Lounge and Bar features panoramic views.

Cairo International Airport is 15 miles away and an airport transfer to the hotel is available (at a charge). | Couples in particular like the location – they rated it 9.1 for a two-person trip. | Distance in property description is calculated using © OpenStreetMap | We have an instant answer to most questions | Children of all ages are welcome. | Children 18 and above will be charged as adults at this property.",30.05016474580847,31.232006549835205,0.73
35,cairo,Pyramids Tower INN,60.0,9.7,https://www.booking.com/hotel/eg/pyramids-tower-inn-al-haram.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1606585005_432557992_2_41_0&highlighted_blocks=1606585005_432557992_2_41_0&matching_block_id=1606585005_432557992_2_41_0&sr_pri_blocks=1606585005_432557992_2_41_0__6000&from=searchresults,"Comfortable Accommodations: Pyramids Tower INN in Cairo offers family rooms with air-conditioning, private bathrooms, and modern amenities. Each room includes a mini-bar, refrigerator, TV, and soundproofing for a pleasant stay.

Dining and Leisure: Guests can enjoy a terrace, restaurant, and free WiFi. The hotel provides a continental buffet breakfast and room service, catering to diverse preferences.

Convenient Location: Located 1.4 mi from the Great Sphinx and 2.1 mi from the Giza Pyramids, the hotel is 19 mi from Cairo International Airport. Nearby attractions include the Egyptian Museum and Cairo Tower.",29.973570916489745,31.154101688916025,11.12
36,cairo,Secrets Of The Pyramids Hotel,101.0,8.0,https://www.booking.com/hotel/eg/secrets-of-the-pyramids.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1480266702_419509185_0_42_0&highlighted_blocks=1480266702_419509185_0_42_0&matching_block_id=1480266702_419509185_0_42_0&sr_pri_blocks=1480266702_419509185_0_42_0__10125&from=searchresults,"Comfortable Accommodations: Secrets Of The Pyramids Hotel in Cairo offers family rooms with air-conditioning, private bathrooms, and garden or city views. Each room includes a work desk, TV, and free WiFi.

Dining and Leisure: Guests can enjoy a sun terrace, garden, restaurant, and bar. The family-friendly restaurant serves African, Catalan, and Italian cuisines, while the bar offers cocktails. Additional amenities include an outdoor fireplace, waterpark, and indoor play area.

Prime Location: Located 8 minutes from the Great Sphinx and 1 mi from the Giza Pyramids, the hotel is 19 mi from Sphinx International Airport. Nearby attractions include Cairo Tower and The Egyptian Museum.",29.9774363818963,31.1406762833987,11.8
37,cairo,Alivia Scarab Pyramids View,87.0,9.6,https://www.booking.com/hotel/eg/alivia-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1592012801_430268712_2_41_0&highlighted_blocks=1592012801_430268712_2_41_0&matching_block_id=1592012801_430268712_2_41_0&sr_pri_blocks=1592012801_430268712_2_41_0__8663&from=searchresults,"Comfortable Accommodations: Alivia Scarab Pyramids View in Cairo offers family rooms with air-conditioning, private bathrooms, and modern amenities. Each room includes a tea and coffee maker, mini-bar, and free WiFi.

Dining Experience: Guests can enjoy a family-friendly restaurant serving American, barbecue grill, and traditional cuisines. Breakfast options include continental, American, buffet, and full English/Irish. The bar provides a relaxing atmosphere for evening drinks.

Convenient Facilities: The hotel features a garden, terrace, restaurant, bar, and free on-site private parking. Additional services include a paid airport shuttle, 24-hour front desk, room service, and free WiFi throughout the property.

Prime Location: Located 19 mi from Sphinx International Airport, the hotel is a short walk from the Great Sphinx and 0.8 mi from the Giza Pyramids. Nearby attractions include the Grand Egyptian Museum and Cairo Tower.",29.9755201084484,31.141169396922,11.89
38,cairo,Royal Hotel Downtown,275.0,9.4,https://www.booking.com/hotel/eg/royal-cairo-downtown-abdeen1.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1616878404_432547739_2_1_0&highlighted_blocks=1616878404_432547739_2_1_0&matching_block_id=1616878404_432547739_2_1_0&sr_pri_blocks=1616878404_432547739_2_1_0__27500&from=searchresults,"Comfortable Accommodations: Royal Hotel Downtown in Cairo offers family rooms with air-conditioning, private bathrooms, and city views. Each room includes a work desk, mini-bar, and free WiFi.

Dining Experience: The family-friendly restaurant serves African, Ethiopian, American, Argentinian, Belgian, and other cuisines. Guests can enjoy brunch, lunch, dinner, high tea, and cocktails in a traditional, modern, or romantic ambiance.

Convenient Location: Located less than 0.6 mi from Tahrir Square and a 14-minute walk to The Egyptian Museum, the hotel is 9.9 mi from Cairo International Airport. Nearby attractions include Cairo Tower and the Mosque of Ibn Tulun.",30.0432299110466,31.2413842419481,0.56
39,cairo,Park Plaza Haven,184.0,10.0,https://www.booking.com/hotel/eg/good-haven.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1636305005_434016339_0_1_0_1415905&highlighted_blocks=1636305005_434016339_0_1_0_1415905&matching_block_id=1636305005_434016339_0_1_0_1415905&sr_pri_blocks=1636305005_434016339_0_1_0_1415905_18360&from=searchresults,"Comfortable Accommodations: Park Plaza Haven in Cairo offers family rooms with air-conditioning, private bathrooms, and city views. Each room includes a TV, soundproofing, and free WiFi.

Exceptional Facilities: Guests can enjoy a bar, lounge, and coffee shop. Additional amenities include a terrace, balcony, and work desk. Free WiFi is available throughout the property.

Convenient Location: Located 15 minutes from Tahrir Square and 0.9 mi from The Egyptian Museum, the hotel is close to attractions such as Al-Azhar Mosque and Cairo Tower. Cairo International Airport is 9.9 mi away.",30.0525132,31.2428814,1.14
40,cairo,Holiday Inn Cairo Maadi by IHG,433.0,8.0,https://www.booking.com/hotel/eg/holiday-inn-cairo-maadi-towers-casino.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1608724_277288845_2_42_0&highlighted_blocks=1608724_277288845_2_42_0&matching_block_id=1608724_277288845_2_42_0&sr_pri_blocks=1608724_277288845_2_42_0__43250&from=searchresults,"Overlooking the majestic Nile River and hosting panoramic views of the great Giza Pyramids, this luxury hotel provides superb business and leisure facilities.

Holiday Inn Cairo Maadi Towers & Casino is located just a few minutes’ drive from some of the most fascinating sites and ancient wonders of the world. This property has pretty much everything you could expect from a 5-star service.

Enjoy the variety of choice in dining with American, Mexican, Venetian and French restaurants available. If you want to try your luck at the tables or poker machines, the world-class casino is a stone’s throw away.

Business clients can take advantage of the advanced conference facilities. Special or once-in-a-lifetime events such as weddings can be organized in the ballroom.

Holiday Inn Cairo Maadi Towers & Casino provides a shuttle service to the city center. Complimentary wireless internet and private parking can also be taken advantage of. | Couples in particular like the location – they rated it 8.2 for a two-person trip. | Distance in property description is calculated using © OpenStreetMap | We have an instant answer to most questions | Children over 11 are welcome. | Children 12 and above will be charged as adults at this property.",29.96045179388726,31.24780085974635,9.38
41,cairo,Cairo S Hotel,122.0,8.3,https://www.booking.com/hotel/eg/maravilla-cairo-qasr-el-nil1.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1515819805_423291433_2_2_0_1332210&highlighted_blocks=1515819805_423291433_2_2_0_1332210&matching_block_id=1515819805_423291433_2_2_0_1332210&sr_pri_blocks=1515819805_423291433_2_2_0_1332210_12240&from=searchresults,"Comfortable Accommodations: Located in Cairo, the Cairo S Hotel offers comfortable family rooms with air-conditioning, private bathrooms, and city views. Each room includes a dining table, work desk, and free WiFi.

Exceptional Facilities: Guests can relax on the terrace or enjoy the outdoor seating area. The hotel provides free WiFi, a lounge, and a coffee shop. Additional amenities include a shared kitchen, daily housekeeping, and a tour desk.

Dining Options: Breakfast options include American, vegetarian, vegan, halal, and gluten-free. The on-site restaurant offers a variety of meals to suit all dietary needs.

Prime Location: Located less than 0.6 mi from Tahrir Square and a 13-minute walk to The Egyptian Museum, the hotel is close to key attractions. Cairo International Airport is 9.9 mi away.",30.0495603447111,31.241064170573,0.77
42,cairo,The Sacred Angle pyramids View,61.0,9.0,https://www.booking.com/hotel/eg/the-sacred-angel-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1516062701_423334243_2_41_0&highlighted_blocks=1516062701_423334243_2_41_0&matching_block_id=1516062701_423334243_2_41_0&sr_pri_blocks=1516062701_423334243_2_41_0__6075&from=searchresults,"Comfortable Accommodations: The Sacred Angle pyramids View in Cairo offers family rooms with private bathrooms, air-conditioning, and mountain or city views. Each room includes a work desk, TV, and free WiFi.

Dining and Leisure: Guests can enjoy a sun terrace, restaurant, bar, and outdoor fireplace. The family-friendly restaurant serves African, Catalan, and other cuisines in a traditional or modern ambiance. Live music and evening entertainment enhance the experience.

Convenient Location: Located 1.6 mi from the Giza Pyramids and 19 mi from Sphinx International Airport, the property is an 18-minute walk from the Great Sphinx. Nearby attractions include the Egyptian Museum and Cairo Tower.",29.9778630803983,31.144572970446,11.48
43,cairo,Horizon Pyramids Boutique,113.0,7.9,https://www.booking.com/hotel/eg/horizon-pyramids-boutique.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1575452101_431856729_2_41_0&highlighted_blocks=1575452101_431856729_2_41_0&matching_block_id=1575452101_431856729_2_41_0&sr_pri_blocks=1575452101_431856729_2_41_0__11250&from=searchresults,"Comfortable Accommodations: Horizon Pyramids Boutique in Cairo offers family rooms with private bathrooms, balconies, and modern amenities. Each room includes air-conditioning, free WiFi, and a work desk.

Dining and Leisure: The hotel features a restaurant serving a variety of cuisines, including African, Italian, and Indian. Guests can relax at the bar or enjoy the sun terrace and outdoor fireplace.

Convenient Location: Located 1.1 mi from the Giza Pyramids and 18 mi from Sphinx International Airport, the hotel provides easy access to key attractions. Nearby points include the Great Sphinx and Cairo Tower.",29.987988763004,31.144255022563,10.81
44,cairo,House Of Pyramids Hotel,102.0,7.6,https://www.booking.com/hotel/eg/giza-pyramids-view-premiere.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1602817805_433002914_2_41_0&highlighted_blocks=1602817805_433002914_2_41_0&matching_block_id=1602817805_433002914_2_41_0&sr_pri_blocks=1602817805_433002914_2_41_0__10220&from=searchresults,"Comfortable Accommodations: House Of Pyramids Hotel in Cairo offers family rooms with air-conditioning, private bathrooms, and modern amenities. Each room includes a work desk, TV, and free WiFi, ensuring a pleasant stay.

Dining Experience: The family-friendly restaurant serves Italian, Middle Eastern, and international cuisines in a traditional and modern ambiance. Guests can enjoy brunch, lunch, dinner, high tea, and cocktails, accommodating vegetarian, vegan, and gluten-free diets.

Leisure Facilities: The hotel features a garden, terrace, and outdoor fireplace. Additional amenities include a lounge, outdoor seating area, picnic area, and bike hire. Free WiFi is available throughout the property.

Prime Location: Located less than 0.6 mi from the Great Sphinx and 1.1 mi from the Giza Pyramids, the hotel is 19 mi from Sphinx International Airport. Nearby attractions include the Egyptian Museum and Cairo Tower.",29.972480520188245,31.142989380089038,11.98
45,cairo,GAS Cairo Hotel Downtown,420.0,9.3,https://www.booking.com/hotel/eg/gas-cairo.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1618909701_434583295_2_1_0&highlighted_blocks=1618909701_434583295_2_1_0&matching_block_id=1618909701_434583295_2_1_0&sr_pri_blocks=1618909701_434583295_2_1_0__42000&from=searchresults,"Comfortable Accommodations: GAS Cairo Hotel Downtown in Cairo offers family rooms with air-conditioning, private bathrooms, and modern amenities. Each room includes a kitchenette, balcony, and free WiFi.

Dining Experience: The hotel features a terrace, restaurant, and bar. Guests can enjoy brunch, high tea, and cocktails in a family-friendly, modern, or romantic ambiance. Breakfast options include vegetarian, vegan, halal, and gluten-free.

Convenient Location: Located less than 0.6 mi from Tahrir Square and a 14-minute walk to The Egyptian Museum, the hotel is 9.9 mi from Cairo International Airport. Nearby attractions include Al-Azhar Mosque and Cairo Tower.",30.0469197697767,31.2424368770857,0.71
